Name          Surname    Final-Average       Finale-Median      Category    
Surname5184   Name5184   7.32                7.40               kietiakas   
Surname5185   Name5185   2.72                2.40               vargsiukas  
Surname5186   Name5186   5.20                4.80               kietiakas   
Surname5187   Name5187   3.32                4.20               vargsiukas  
Surname5188   Name5188   4.32                4.40               vargsiukas  
Surname5189   Name5189   6.52                6.20               kietiakas   
Surname519    Name519    7.44                7.20               kietiakas   
Surname5190   Name5190   7.84                8.00               kietiakas   
Surname5191   Name5191   4.88                4.80               vargsiukas  
Surname5192   Name5192   5.84                6.00               kietiakas   
Surname5193   Name5193   3.40                3.40               vargsiukas  
Surname5194   Name5194   2.28                2.20               vargsiukas  
Surname5195   Name5195   6.84                6.60               kietiakas   
Surname5196   Name5196   4.92                4.60               vargsiukas  
Surname5197   Name5197   6.24                7.20               kietiakas   
Surname5198   Name5198   4.88                4.80               vargsiukas  
Surname5199   Name5199   7.88                7.80               kietiakas   
Surname52     Name52     6.68                7.00               kietiakas   
Surname520    Name520    7.00                7.00               kietiakas   
Surname5200   Name5200   3.64                3.80               vargsiukas  
Surname5201   Name5201   2.84                3.00               vargsiukas  
Surname5202   Name5202   3.80                3.00               vargsiukas  
Surname5203   Name5203   3.00                2.20               vargsiukas  
Surname5204   Name5204   8.28                9.00               kietiakas   
Surname5205   Name5205   4.12                4.60               vargsiukas  
Surname5206   Name5206   9.12                9.20               kietiakas   
Surname5207   Name5207   4.88                4.80               vargsiukas  
Surname5208   Name5208   3.44                4.00               vargsiukas  
Surname5209   Name5209   5.68                4.80               kietiakas   
Surname521    Name521    4.76                4.60               vargsiukas  
Surname5210   Name5210   5.92                5.60               kietiakas   
Surname5211   Name5211   7.96                7.80               kietiakas   
Surname5212   Name5212   5.92                6.40               kietiakas   
Surname5213   Name5213   3.08                3.40               vargsiukas  
Surname5214   Name5214   2.76                2.20               vargsiukas  
Surname5215   Name5215   8.32                8.40               kietiakas   
Surname5216   Name5216   6.16                6.00               kietiakas   
Surname5217   Name5217   6.68                7.00               kietiakas   
Surname5218   Name5218   6.88                7.20               kietiakas   
Surname5219   Name5219   7.20                7.20               kietiakas   
Surname522    Name522    6.40                6.00               kietiakas   
Surname5220   Name5220   3.08                3.80               vargsiukas  
Surname5221   Name5221   4.88                5.20               vargsiukas  
Surname5222   Name5222   5.56                5.80               kietiakas   
Surname5223   Name5223   6.16                6.00               kietiakas   
Surname5224   Name5224   4.92                5.00               vargsiukas  
Surname5225   Name5225   5.56                5.80               kietiakas   
Surname5226   Name5226   5.84                5.60               kietiakas   
Surname5227   Name5227   7.92                8.00               kietiakas   
Surname5228   Name5228   2.92                2.60               vargsiukas  
Surname5229   Name5229   2.88                2.40               vargsiukas  
Surname523    Name523    5.28                5.60               kietiakas   
