Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname6551    Name6551       1    5    2    6    10   8        
Surname6552    Name6552       2    7    4    4    6    2        
Surname6553    Name6553       4    1    4    1    3    7        
Surname6554    Name6554       10   3    2    1    9    6        
Surname6555    Name6555       5    3    7    5    5    3        
Surname6556    Name6556       10   9    10   5    8    6        
Surname6557    Name6557       4    2    8    6    6    9        
Surname6558    Name6558       1    5    1    1    4    8        
Surname6559    Name6559       1    8    4    1    1    7        
Surname6560    Name6560       10   8    5    8    2    10       
Surname6561    Name6561       1    1    1    1    4    2        
Surname6562    Name6562       2    7    3    6    10   8        
Surname6563    Name6563       6    2    5    10   8    1        
Surname6564    Name6564       3    1    5    2    6    6        
Surname6565    Name6565       3    7    2    4    3    4        
Surname6566    Name6566       7    10   9    5    8    5        
Surname6567    Name6567       8    4    4    7    7    1        
Surname6568    Name6568       9    1    10   1    10   2        
Surname6569    Name6569       9    8    4    9    3    3        
Surname6570    Name6570       4    9    6    8    4    4        
Surname6571    Name6571       7    5    8    3    3    1        
Surname6572    Name6572       4    5    4    5    10   9        
Surname6573    Name6573       5    10   5    9    7    9        
Surname6574    Name6574       2    5    6    8    9    10       
Surname6575    Name6575       2    7    4    10   4    5        
Surname6576    Name6576       10   2    9    9    1    7        
Surname6577    Name6577       5    3    9    8    7    1        
Surname6578    Name6578       4    9    2    3    7    4        
Surname6579    Name6579       8    4    10   8    2    7        
Surname6580    Name6580       10   8    4    2    4    6        
Surname6581    Name6581       4    9    10   1    5    8        
Surname6582    Name6582       8    2    7    10   4    3        
Surname6583    Name6583       9    9    4    10   1    3        
Surname6584    Name6584       2    4    2    2    5    10       
Surname6585    Name6585       3    2    4    10   10   2        
Surname6586    Name6586       1    3    4    4    7    2        
Surname6587    Name6587       4    5    1    3    2    9        
Surname6588    Name6588       7    9    3    2    3    8        
Surname6589    Name6589       7    8    10   3    7    6        
Surname6590    Name6590       6    1    6    4    3    4        
Surname6591    Name6591       8    2    1    9    5    6        
Surname6592    Name6592       5    9    3    9    9    6        
Surname6593    Name6593       5    8    5    7    10   6        
Surname6594    Name6594       7    7    2    7    7    7        
Surname6595    Name6595       10   3    5    5    4    6        
Surname6596    Name6596       1    9    1    9    5    7        
Surname6597    Name6597       7    6    7    7    9    2        
Surname6598    Name6598       1    4    3    4    6    8        
Surname6599    Name6599       5    7    10   4    10   8        
Surname6600    Name6600       4    4    5    1    1    7        
Surname6601    Name6601       5    7    9    7    3    7        
Surname6602    Name6602       5    8    3    2    1    1        
Surname6603    Name6603       5    9    8    7    4    2        
Surname6604    Name6604       4    1    10   2    9    3        
Surname6605    Name6605       9    3    6    3    8    1        
Surname6606    Name6606       7    3    8    5    10   10       
Surname6607    Name6607       7    5    10   5    6    9        
Surname6608    Name6608       1    7    5    8    6    1        
Surname6609    Name6609       7    4    5    5    8    1        
Surname6610    Name6610       5    7    3    10   8    4        
Surname6611    Name6611       10   10   6    5    2    6        
Surname6612    Name6612       7    9    2    3    10   2        
Surname6613    Name6613       9    9    1    9    8    9        
Surname6614    Name6614       2    1    1    6    10   3        
Surname6615    Name6615       2    3    3    6    5    8        
Surname6616    Name6616       9    3    6    7    4    8        
Surname6617    Name6617       6    9    2    2    7    5        
Surname6618    Name6618       2    6    2    3    6    10       
Surname6619    Name6619       10   10   10   6    10   10       
Surname6620    Name6620       5    3    9    6    2    6        
Surname6621    Name6621       3    2    4    8    6    1        
Surname6622    Name6622       7    5    7    2    8    3        
Surname6623    Name6623       8    6    9    2    2    5        
Surname6624    Name6624       10   8    1    6    2    2        
Surname6625    Name6625       9    10   3    3    5    10       
Surname6626    Name6626       10   9    3    3    9    4        
Surname6627    Name6627       10   3    1    2    10   6        
Surname6628    Name6628       9    5    5    7    5    4        
Surname6629    Name6629       2    8    6    2    4    1        
Surname6630    Name6630       6    2    6    7    10   3        
Surname6631    Name6631       4    2    5    1    4    1        
Surname6632    Name6632       5    9    1    10   5    2        
Surname6633    Name6633       6    1    8    7    7    8        
Surname6634    Name6634       8    7    2    9    4    6        
Surname6635    Name6635       2    6    6    4    9    3        
Surname6636    Name6636       9    3    3    9    4    8        
Surname6637    Name6637       10   10   1    10   9    5        
Surname6638    Name6638       2    8    5    5    4    2        
Surname6639    Name6639       3    7    2    7    10   7        
Surname6640    Name6640       5    4    5    6    7    1        
Surname6641    Name6641       8    2    1    6    4    6        
Surname6642    Name6642       10   6    9    4    5    9        
Surname6643    Name6643       7    2    8    1    9    9        
Surname6644    Name6644       5    7    5    9    9    6        
Surname6645    Name6645       8    5    10   6    4    9        
Surname6646    Name6646       10   5    8    2    5    7        
Surname6647    Name6647       10   5    4    10   10   2        
Surname6648    Name6648       4    3    4    10   1    5        
Surname6649    Name6649       2    3    2    5    3    9        
Surname6650    Name6650       3    10   9    10   5    2        
Surname6651    Name6651       4    6    7    8    3    3        
Surname6652    Name6652       9    9    2    4    4    5        
Surname6653    Name6653       9    10   1    7    4    6        
Surname6654    Name6654       10   7    7    10   10   4        
Surname6655    Name6655       4    7    6    4    8    5        
Surname6656    Name6656       7    4    1    8    7    8        
Surname6657    Name6657       1    1    9    10   10   10       
Surname6658    Name6658       3    2    10   4    2    7        
Surname6659    Name6659       7    7    8    7    6    7        
Surname6660    Name6660       6    3    8    6    1    4        
Surname6661    Name6661       8    2    6    7    1    9        
